,Filename,Sequences,Method,Codons,LRT p-value,cAIC,omega_3,proportion_3,DH_Rate,TH_Rate,TH_Rate_SI,num_ER_Sites,omega3_setting,SRV_setting
4493,allOis1_F_500_replicate.63,31,BUSTEDS-MH,500,0.5,32663.31090016447,1.501959430760389,0.0,0.02683601274943196,0.07986696845261534,0.0,,1.0,5.533358493
4494,allOis1_F_500_replicate.64,31,BUSTEDS-MH,500,0.5,32586.26680156961,7.337608726123338,0.0,0.0,0.03117118051422506,0.0,,1.0,5.533358493
4495,allOis1_F_500_replicate.65,31,BUSTEDS-MH,500,0.5,34057.96913523432,1.001011979887609,0.1258553926058307,0.0,0.02309829697829521,0.0,0.0,1.0,5.533358493
4496,allOis1_F_500_replicate.66,31,BUSTEDS-MH,500,0.08126515847320714,34866.99472826177,4.210868999454375,0.03767251966306004,0.0,0.0,0.0,0.0,1.0,5.533358493
4497,allOis1_F_500_replicate.67,31,BUSTEDS-MH,500,0.4384757967071585,33053.23500297572,1.096222531696124,0.6861994735737151,0.0,0.0,0.0,0.0,1.0,5.533358493
4498,allOis1_F_500_replicate.69,31,BUSTEDS-MH,500,0.4758818242241253,32110.82839204626,1.102130380500979,0.4903133941136036,0.0,0.0,0.0,0.0,1.0,5.533358493
4499,allOis1_F_500_replicate.7,31,BUSTEDS-MH,500,0.5,32291.9440472254,1.007268153968346,0.0,0.009399328347159046,0.05997842818735019,17.24812336358542,,1.0,5.533358493
4500,allOis1_F_500_replicate.71,31,BUSTEDS-MH,500,0.5,33261.78815946656,1.001559891272419,0.0,0.0,0.0,0.0,,1.0,5.533358493
4501,allOis1_F_500_replicate.72,31,BUSTEDS-MH,500,0.5,33844.32310169409,1.001873966642695,0.0,0.0,0.0,0.0,,1.0,5.533358493
4502,allOis1_F_500_replicate.73,31,BUSTEDS-MH,500,0.5,34412.95594072115,1.002325319116132,0.0,0.0,0.04903471643007767,0.0,,1.0,5.533358493
4503,allOis1_F_500_replicate.74,31,BUSTEDS-MH,500,0.5,32258.58710123982,9.076803548291815,0.0,0.0,0.0,0.0,,1.0,5.533358493
4504,allOis1_F_500_replicate.75,31,BUSTEDS-MH,500,0.5,33767.53825335763,1.0,0.6957510360806038,0.0213809858575127,0.005430361502829016,0.0,,1.0,5.533358493
4505,allOis1_F_500_replicate.76,31,BUSTEDS-MH,500,0.03865619519468977,32779.98470278839,1880.230970303327,0.0002923300000790105,0.007021877023057254,0.0,0.0,2.0,1.0,5.533358493
4506,allOis1_F_500_replicate.77,31,BUSTEDS-MH,500,0.5,33451.90030264603,1.029481295915059,0.02387506441999971,0.0,0.0,0.0,0.0,1.0,5.533358493
4507,allOis1_F_500_replicate.78,31,BUSTEDS-MH,500,0.3569500020217046,32629.2460157496,1.11611623859444,0.6350638623206892,0.0,0.0,0.0,0.0,1.0,5.533358493
4508,allOis1_F_500_replicate.79,31,BUSTEDS-MH,500,0.5,32479.62455297905,1.001539710512872,0.0,0.0,0.0,0.0,,1.0,5.533358493
4509,allOis1_F_500_replicate.8,31,BUSTEDS-MH,500,0.3840785412572575,32796.0213784856,1.041703275651874,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4510,allOis1_F_500_replicate.80,31,BUSTEDS-MH,500,0.1884053010979975,34346.88906920922,2.135740027936981,0.1123583562694589,0.0,0.0,0.0,0.0,1.0,5.533358493
4511,allOis1_F_500_replicate.81,31,BUSTEDS-MH,500,0.5,32322.02613599824,1.258066730006147,0.3446331968467559,0.0,0.0,0.0,0.0,1.0,5.533358493
4512,allOis1_F_500_replicate.82,31,BUSTEDS-MH,500,0.4781470989365936,32089.40466111705,1.053991730605433,0.8431826224460438,0.004496546106956887,0.0,0.0,0.0,1.0,5.533358493
4513,allOis1_F_500_replicate.83,31,BUSTEDS-MH,500,0.5,31910.82473841002,1.001536493346719,0.0,0.01743752430455899,0.0,0.0,,1.0,5.533358493
4514,allOis1_F_500_replicate.84,31,BUSTEDS-MH,500,0.2175126600601111,32250.57632347526,1.767788642917624,0.1649528334440171,0.0,0.0,0.0,0.0,1.0,5.533358493
4515,allOis1_F_500_replicate.85,31,BUSTEDS-MH,500,0.3631489826490304,32870.08954212011,1.142437700462927,0.8475283715185967,0.0,0.0,0.0,0.0,1.0,5.533358493
4516,allOis1_F_500_replicate.86,31,BUSTEDS-MH,500,0.5,32174.20605168354,1.0,0.9143308878179677,0.0,0.0,0.0,,1.0,5.533358493
4517,allOis1_F_500_replicate.87,31,BUSTEDS-MH,500,0.5,32311.36768802964,6.295325496084552,0.0,0.003971261246392792,0.0,0.0,,1.0,5.533358493
4518,allOis1_F_500_replicate.88,31,BUSTEDS-MH,500,0.5,32858.06229922773,2.936174834530935,0.0,0.02019981437877393,0.06094231707949382,0.0,,1.0,5.533358493
4519,allOis1_F_500_replicate.89,31,BUSTEDS-MH,500,0.3551426575837666,32810.48920387938,1.16987272760648,0.7826719075108084,0.0,0.0,0.0,0.0,1.0,5.533358493
4520,allOis1_F_500_replicate.9,31,BUSTEDS-MH,500,0.2521861299983744,32206.71494478484,1.934615058916513,0.197661720491053,0.01951397438980172,0.0297931990205773,0.0,0.0,1.0,5.533358493
4521,allOis1_F_500_replicate.90,31,BUSTEDS-MH,500,0.5,31795.98312555029,1.001552286856607,0.0,0.0,0.0,22.5085354638909,,1.0,5.533358493
4522,allOis1_F_500_replicate.91,31,BUSTEDS-MH,500,0.5,31585.78875649329,2.225226813973323,0.0,0.0,0.0,0.0,,1.0,5.533358493
4523,allOis1_F_500_replicate.93,31,BUSTEDS-MH,500,0.5,33370.17865477237,1.002318584413036,0.0,0.0,0.0,0.0,,1.0,5.533358493
4524,allOis1_F_500_replicate.94,31,BUSTEDS-MH,500,0.4318037612332015,32352.00170415298,1.030747138893939,0.9180303828773634,0.02316872784993135,0.0,0.0,0.0,1.0,5.533358493
4525,allOis1_F_500_replicate.95,31,BUSTEDS-MH,500,0.5,32370.07278169713,1.0017988991381,1.0,0.02165754803307549,0.0,0.0,0.0,1.0,5.533358493
4526,allOis1_F_500_replicate.96,31,BUSTEDS-MH,500,0.2799713679653197,32942.98066959827,1.050834832739463,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4527,allOis1_F_500_replicate.97,31,BUSTEDS-MH,500,0.5,32879.51696595328,2.692553234323338,0.0,0.0,0.02767631952853109,0.0,,1.0,5.533358493
4528,allOis1_F_500_replicate.98,31,BUSTEDS-MH,500,0.4097400442815153,31971.92370501306,1.031286774330068,1.0,0.00737013753180447,0.05594606253339755,0.0,0.0,1.0,5.533358493
4529,allOis1_F_500_replicate.99,31,BUSTEDS-MH,500,0.1795191736800411,32478.75415106372,1.603755942431217,0.3506720469894443,0.0,0.0,0.0,0.0,1.0,5.533358493
4530,allOis1_F_replicate.1,31,BUSTEDS-MH,1000,0.108888904515788,66009.98283738802,1.184032655321228,0.7549236797303089,0.0,0.01343543663586841,0.0,0.0,1.0,5.533358493
4531,allOis1_F_replicate.10,31,BUSTEDS-MH,1000,0.4674245532778425,64316.4945820786,5.7354836601646,0.00497701377692714,0.01683289414672808,0.0,0.0,0.0,1.0,5.533358493
4532,allOis1_F_replicate.100,31,BUSTEDS-MH,1000,0.5,65225.44324829692,1.0,0.09937080390800247,0.0,0.003094066637544165,0.0,,1.0,5.533358493
4533,allOis1_F_replicate.11,31,BUSTEDS-MH,1000,0.1850990834939844,65290.06861282279,1.055123834506459,0.9130078593284283,0.006077382637787135,0.09064405045130274,0.0,0.0,1.0,5.533358493
4534,allOis1_F_replicate.12,31,BUSTEDS-MH,1000,0.5,65067.89227956688,8.10001047490799,0.0,0.0,0.01021254914613586,0.0,,1.0,5.533358493
4535,allOis1_F_replicate.13,31,BUSTEDS-MH,1000,0.1726849457839746,65476.36829026716,1.210033001650315,0.7374080666528471,0.0,0.003658737511387955,0.0,0.0,1.0,5.533358493
4536,allOis1_F_replicate.14,31,BUSTEDS-MH,1000,0.5,65339.65371262898,1.001539418042581,0.0,0.0,0.0,0.0,,1.0,5.533358493
4537,allOis1_F_replicate.15,31,BUSTEDS-MH,1000,0.3324279312644891,64192.66753110338,1.148029954255239,0.7506764148281999,0.009239125156291295,0.0,0.0,0.0,1.0,5.533358493
4538,allOis1_F_replicate.16,31,BUSTEDS-MH,1000,0.5,65729.94191217193,2.165398151560936,0.0,0.0,0.0,0.0,,1.0,5.533358493
4539,allOis1_F_replicate.17,31,BUSTEDS-MH,1000,0.1693359955448092,65209.53131140128,1.424055284976697,0.2208504772508054,0.009805542229970323,0.0,0.0,0.0,1.0,5.533358493
4540,allOis1_F_replicate.18,31,BUSTEDS-MH,1000,0.5,63298.79620525442,1.002251359544562,0.0,0.0007650590649771144,0.03981701419965146,0.0,,1.0,5.533358493
4541,allOis1_F_replicate.19,31,BUSTEDS-MH,1000,0.5,65229.76554777841,1.013415550341761,0.6711723497432779,0.008963194174914322,0.07128915620408666,0.0,0.0,1.0,5.533358493
4542,allOis1_F_replicate.2,31,BUSTEDS-MH,1000,0.3138222601574007,64443.07024770028,1.045479136737442,0.9090796194081614,0.0,0.06706518352315664,0.0,0.0,1.0,5.533358493
4543,allOis1_F_replicate.20,31,BUSTEDS-MH,1000,0.4938328573859061,64933.061330377,1.129204280953159,0.1587615982944278,0.00883315755622315,0.03267627431449506,0.0,0.0,1.0,5.533358493
4544,allOis1_F_replicate.21,31,BUSTEDS-MH,1000,0.5,65232.12512448867,4.559932118559797,0.0,0.0,0.01805507526207522,0.0,,1.0,5.533358493
4545,allOis1_F_replicate.22,31,BUSTEDS-MH,1000,0.255136503028282,65545.51452551482,1.179890026489529,0.7158168630994863,0.0,0.01648916094054127,3.451628328612485,0.0,1.0,5.533358493
4546,allOis1_F_replicate.23,31,BUSTEDS-MH,1000,0.2669396866511511,65073.4013981116,1.069949600962117,0.5662283577223968,0.03940219781441001,0.0,0.0,0.0,1.0,5.533358493
4547,allOis1_F_replicate.24,31,BUSTEDS-MH,1000,0.5,65688.84272168651,1.001818497498548,0.0,0.00399906588651225,0.0,5.045692699663402,,1.0,5.533358493
4548,allOis1_F_replicate.25,31,BUSTEDS-MH,1000,0.105257678133857,64502.53331638301,1.144776896340298,0.8873899930931297,0.0,0.0,0.0,0.0,1.0,5.533358493
4549,allOis1_F_replicate.26,31,BUSTEDS-MH,1000,0.09205625843788162,63806.16017642663,1.371211029782917,0.2046805186487184,0.0106022519522923,0.0,0.0,0.0,1.0,5.533358493
4550,allOis1_F_replicate.27,31,BUSTEDS-MH,1000,0.2973556637812849,64768.958726643,1.372142895226395,0.3583046261313271,0.0,0.0,0.0,0.0,1.0,5.533358493
4551,allOis1_F_replicate.28,31,BUSTEDS-MH,1000,0.4999293331523024,65698.823029645,1.128545050516753,0.001849547532694445,0.0,0.02006595839344661,0.0,0.0,1.0,5.533358493
4552,allOis1_F_replicate.29,31,BUSTEDS-MH,1000,0.4911453008231804,65062.34738395975,1.006177669768989,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4553,allOis1_F_replicate.3,31,BUSTEDS-MH,1000,0.3816145434895556,65243.05308208657,1.100833984863125,0.2971860980762125,0.007183571516715741,0.0,0.0,0.0,1.0,5.533358493
4554,allOis1_F_replicate.30,31,BUSTEDS-MH,1000,0.0874822430632809,67002.0113892202,1.232019027020993,0.7765558675411721,0.002636590473794386,0.0,0.0,1.0,1.0,5.533358493
4555,allOis1_F_replicate.31,31,BUSTEDS-MH,1000,0.5,64996.76488705308,2.653231692467802,0.0,0.005711121315916992,0.04601512198615648,0.0,,1.0,5.533358493
4556,allOis1_F_replicate.32,31,BUSTEDS-MH,1000,0.1944546432151146,64665.12726085682,1.084340741767478,0.6505839976522508,0.01606565605443128,0.0,13.40688846945362,0.0,1.0,5.533358493
4557,allOis1_F_replicate.33,31,BUSTEDS-MH,1000,0.5,64895.39453108455,1.0,0.7704809003491119,0.0,0.0,0.0,,1.0,5.533358493
4558,allOis1_F_replicate.34,31,BUSTEDS-MH,1000,0.3730340781888658,65726.92470762828,1.073145554636625,0.3579249784276182,0.0,0.0,0.0,0.0,1.0,5.533358493
4559,allOis1_F_replicate.35,31,BUSTEDS-MH,1000,0.336321115005822,64166.26842207762,1.044359471980736,0.6972641345900487,0.0,0.0152987122643401,0.0,0.0,1.0,5.533358493
4560,allOis1_F_replicate.36,31,BUSTEDS-MH,1000,0.5,64311.32438714367,1.139687456134164,0.0,0.002610315811563524,0.0,0.0,,1.0,5.533358493
4561,allOis1_F_replicate.37,31,BUSTEDS-MH,1000,0.5,66481.61152963675,1.087425363798768,0.2043351979112968,0.0,0.02741370198961571,0.0,0.0,1.0,5.533358493
4562,allOis1_F_replicate.38,31,BUSTEDS-MH,1000,0.5,65276.49218141164,1582.363332584442,0.0,0.009589209613944487,0.002215759917232037,0.0,,1.0,5.533358493
4563,allOis1_F_replicate.39,31,BUSTEDS-MH,1000,0.1419023082668739,64758.13094618583,1.250768094749105,0.3913929682721656,0.0,0.0,5.383398190951378,0.0,1.0,5.533358493
4564,allOis1_F_replicate.4,31,BUSTEDS-MH,1000,0.5,67205.65018327668,1.001535908409085,0.0,0.0,0.03453298522638381,0.0,,1.0,5.533358493
4565,allOis1_F_replicate.40,31,BUSTEDS-MH,1000,0.307255448821684,66944.97526979358,2.564471274023331,0.04119940607851835,0.0,0.0,0.0,0.0,1.0,5.533358493
4566,allOis1_F_replicate.41,31,BUSTEDS-MH,1000,0.1271405170508784,65518.17275535922,30.83654359546583,0.00107405460690178,0.0,0.0,0.0,0.0,1.0,5.533358493
4567,allOis1_F_replicate.42,31,BUSTEDS-MH,1000,0.3857787385815254,65323.8257393094,1.025222450515775,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4568,allOis1_F_replicate.43,31,BUSTEDS-MH,1000,0.5,64967.03672033319,2.210404839962297,0.0,0.0,0.02094394076024437,0.0,,1.0,5.533358493
4569,allOis1_F_replicate.44,31,BUSTEDS-MH,1000,0.5,65293.82232848407,7.510926181077354,0.0,0.0,0.0,0.0,,1.0,5.533358493
4570,allOis1_F_replicate.45,31,BUSTEDS-MH,1000,0.5,64500.83526572845,1.0,0.6734151377708519,0.006588960358967296,0.0,0.0,,1.0,5.533358493
4571,allOis1_F_replicate.46,31,BUSTEDS-MH,1000,0.02142614994153008,65484.26617675358,1.457788743766224,0.3283258214414684,0.0,0.0,0.0,0.0,1.0,5.533358493
4572,allOis1_F_replicate.47,31,BUSTEDS-MH,1000,0.5,65338.29477360187,1.0,0.7615850403015236,0.005912814481774819,0.0,1.019406159581644,,1.0,5.533358493
4573,allOis1_F_replicate.48,31,BUSTEDS-MH,1000,0.006934320517524906,66108.36857608367,1.114594568231764,0.9347909010678704,0.0,0.0,0.0,0.0,1.0,5.533358493
4574,allOis1_F_replicate.49,31,BUSTEDS-MH,1000,0.2319982804314605,65896.42283848685,1.056539939540061,0.8811453015389159,0.0,0.0,0.0,0.0,1.0,5.533358493
4575,allOis1_F_replicate.5,31,BUSTEDS-MH,1000,0.5,64980.17013118321,1.0,0.01990335881794316,0.01612475866767002,0.0,0.0,,1.0,5.533358493
4576,allOis1_F_replicate.50,31,BUSTEDS-MH,1000,0.5,63464.9128073898,1.00209276577541,0.0,0.0,0.0,0.0,,1.0,5.533358493
4577,allOis1_F_replicate.51,31,BUSTEDS-MH,1000,0.3872027470522513,64741.04007492248,1.025522451393405,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4578,allOis1_F_replicate.52,31,BUSTEDS-MH,1000,0.5,68300.97133161264,1.001564570955978,0.0,0.004770865663783375,0.05673637471030137,0.0,,1.0,5.533358493
4579,allOis1_F_replicate.53,31,BUSTEDS-MH,1000,0.2232744842486395,65179.39702151827,1.113893669073224,0.8529886431832802,0.0,0.01828799791238519,0.0,0.0,1.0,5.533358493
4580,allOis1_F_replicate.54,31,BUSTEDS-MH,1000,0.5,63453.51039213036,6.007360960981324,0.0,0.003697428072867317,0.01480159345872451,0.0,,1.0,5.533358493
4581,allOis1_F_replicate.55,31,BUSTEDS-MH,1000,0.3431233469388929,63483.79511459661,1.103886818674616,0.3653068555798193,0.0,0.0280242871944087,0.0,0.0,1.0,5.533358493
4582,allOis1_F_replicate.56,31,BUSTEDS-MH,1000,0.3948182321797648,64167.12058337047,1.213068409643675,0.6613731913752694,0.0,0.04178346619704616,0.0,0.0,1.0,5.533358493
4583,allOis1_F_replicate.57,31,BUSTEDS-MH,1000,0.4759988066407776,66074.65317475279,1.025111941468316,0.8000976822575301,0.0,0.005830436950389067,9.904870078313548,0.0,1.0,5.533358493
4584,allOis1_F_replicate.58,31,BUSTEDS-MH,1000,0.493891021040589,65653.11096298082,1.013736418367195,0.438802395106972,0.0,0.0,0.0,0.0,1.0,5.533358493
4585,allOis1_F_replicate.59,31,BUSTEDS-MH,1000,0.5,64732.36927516435,5.999889850336472,0.0,0.0,0.0,0.0,,1.0,5.533358493
4586,allOis1_F_replicate.6,31,BUSTEDS-MH,1000,0.4785495070835569,67231.84485089981,1.026810964552379,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4587,allOis1_F_replicate.60,31,BUSTEDS-MH,1000,0.5,64826.81943772569,4.304343484363618,0.0,0.0,0.02973363843031207,0.679383002925487,,1.0,5.533358493
4588,allOis1_F_replicate.61,31,BUSTEDS-MH,1000,0.5,66350.75313088758,1.002281707153635,0.0,0.0,0.0,0.0,,1.0,5.533358493
4589,allOis1_F_replicate.62,31,BUSTEDS-MH,1000,0.5,67118.47038797635,1.0,0.4798627761366761,0.01196040189099392,0.0,0.0,,1.0,5.533358493
4590,allOis1_F_replicate.63,31,BUSTEDS-MH,1000,0.2369028203345286,64656.31811056341,1.042344578989369,0.9999521115238194,0.0,0.02295681066737267,0.0,0.0,1.0,5.533358493
4591,allOis1_F_replicate.64,31,BUSTEDS-MH,1000,0.3958932737713927,63942.52833499858,1.023540731319145,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4592,allOis1_F_replicate.65,31,BUSTEDS-MH,1000,0.5,66259.09506260147,4.51391900279508,0.0,0.0,0.0,0.0,,1.0,5.533358493
4593,allOis1_F_replicate.66,31,BUSTEDS-MH,1000,0.3174244667090157,63131.41798242532,1.285988456208206,0.3975496761815064,0.0,0.0,0.0,0.0,1.0,5.533358493
4594,allOis1_F_replicate.67,31,BUSTEDS-MH,1000,0.2957600564559141,64532.60370348587,1.302289883300133,0.1927561064831242,0.0,0.0,0.0,0.0,1.0,5.533358493
4595,allOis1_F_replicate.68,31,BUSTEDS-MH,1000,0.5,65338.55696506587,1.002705659124313,0.0,0.007591822066965876,0.04302937205528625,0.0,,1.0,5.533358493
4596,allOis1_F_replicate.69,31,BUSTEDS-MH,1000,0.5,66828.63330930933,4.285618501931855,0.0,0.0,0.008982114563507362,0.0,,1.0,5.533358493
4597,allOis1_F_replicate.7,31,BUSTEDS-MH,1000,0.0200779956839271,65403.79892386952,1.093448932191326,1.0,0.0,0.02652216116481462,0.0,0.0,1.0,5.533358493
4598,allOis1_F_replicate.70,31,BUSTEDS-MH,1000,0.5,64767.26956861045,6.590685016612998,0.0,0.0,0.0,0.0,,1.0,5.533358493
4599,allOis1_F_replicate.71,31,BUSTEDS-MH,1000,0.5,65128.11353902081,1.063804364614639,0.6361271674320559,0.0166230694855788,0.0,0.0,0.0,1.0,5.533358493
4600,allOis1_F_replicate.72,31,BUSTEDS-MH,1000,0.4940383224406114,63632.13531821773,1.11115723003313,0.3398019789058305,0.0,0.0,0.0,0.0,1.0,5.533358493
4601,allOis1_F_replicate.73,31,BUSTEDS-MH,1000,0.5,65409.7396064647,1.0,0.8445506046833393,0.0,0.0,0.0,,1.0,5.533358493
4602,allOis1_F_replicate.74,31,BUSTEDS-MH,1000,0.5,66703.15248697902,2.17845544984563,0.0,0.002064515301322013,0.0,0.0,,1.0,5.533358493
4603,allOis1_F_replicate.75,31,BUSTEDS-MH,1000,0.3621250581450145,65289.39294654738,1.492491138862557,0.2311753872581337,0.0,0.0,0.0,0.0,1.0,5.533358493
4604,allOis1_F_replicate.76,31,BUSTEDS-MH,1000,0.5,64824.20356066743,1.002714164222466,0.5447766202454444,0.0,0.0,0.0,0.0,1.0,5.533358493
4605,allOis1_F_replicate.77,31,BUSTEDS-MH,1000,0.4981632462789506,63650.9500999447,1.002857056665729,0.8826579114369213,0.0102956699568323,0.0,0.0,0.0,1.0,5.533358493
4606,allOis1_F_replicate.78,31,BUSTEDS-MH,1000,0.02388655152756819,64905.60905372471,1.685291547668069,0.2392255257457997,0.01375733400921732,2.543009153239396e-05,0.0,1.0,1.0,5.533358493
4607,allOis1_F_replicate.79,31,BUSTEDS-MH,1000,0.3160506069574212,63186.38803349535,253.1318678962821,8.202664439661726e-05,0.0,0.0,2.539182940569115,0.0,1.0,5.533358493
4608,allOis1_F_replicate.8,31,BUSTEDS-MH,1000,0.5,64653.04132728699,1.0,0.3199202126290506,0.004816908104329962,0.03372453207429163,0.0,,1.0,5.533358493
4609,allOis1_F_replicate.80,31,BUSTEDS-MH,1000,0.3709953360390634,64904.02258919804,1.032643577012178,1.0,0.0,0.04381542771321231,0.0,0.0,1.0,5.533358493
4610,allOis1_F_replicate.81,31,BUSTEDS-MH,1000,0.4324362529685158,64233.49855087067,1.227237258398612,0.5139700253779317,0.0008322467274423569,0.0,0.0,0.0,1.0,5.533358493
4611,allOis1_F_replicate.82,31,BUSTEDS-MH,1000,0.5,64921.89736704485,7.601926741382173,0.0,0.0,0.02295046786387145,0.0,,1.0,5.533358493
4612,allOis1_F_replicate.83,31,BUSTEDS-MH,1000,0.1510009314513799,64972.12349467414,1.054249537037154,1.0,0.005828087613849681,0.0,0.0,0.0,1.0,5.533358493
4613,allOis1_F_replicate.84,31,BUSTEDS-MH,1000,0.2044371204272993,64161.98041799848,2.855280275801545,0.04352584246073918,0.0,0.0,0.0,0.0,1.0,5.533358493
4614,allOis1_F_replicate.85,31,BUSTEDS-MH,1000,0.3973947476681895,66064.11221032406,1.044110706854076,0.5325047758058814,0.0,0.0,0.0,0.0,1.0,5.533358493
4615,allOis1_F_replicate.86,31,BUSTEDS-MH,1000,0.5,66130.94729599958,2.334883059983706,0.0,0.0,0.0,0.0,,1.0,5.533358493
4616,allOis1_F_replicate.87,31,BUSTEDS-MH,1000,0.2560422102281664,64093.69071214542,5.661246960313488,0.008668265661286874,0.01263050357147917,0.0,0.0,0.0,1.0,5.533358493
4617,allOis1_F_replicate.88,31,BUSTEDS-MH,1000,0.5,66619.84947932318,1.0,0.6982929967975728,0.0,0.0,0.0,,1.0,5.533358493
4618,allOis1_F_replicate.89,31,BUSTEDS-MH,1000,0.2574806619645778,65376.07211574357,1.092180175041409,0.9396172290611279,0.0,0.0,0.0,0.0,1.0,5.533358493
4619,allOis1_F_replicate.9,31,BUSTEDS-MH,1000,0.5,64860.00469912774,1.166867686600553,0.5835491506806929,0.0,0.0,0.0,0.0,1.0,5.533358493
4620,allOis1_F_replicate.90,31,BUSTEDS-MH,1000,0.4239110112713982,64222.98738833689,1.136620841426004,0.7078496189166048,0.006218950756266868,0.0,0.0,0.0,1.0,5.533358493
4621,allOis1_F_replicate.91,31,BUSTEDS-MH,1000,0.4280280208085042,64982.7786292216,1.259566471260313,0.1343832494508346,0.002796187128809012,0.01846002771691052,0.8298805797502969,0.0,1.0,5.533358493
4622,allOis1_F_replicate.92,31,BUSTEDS-MH,1000,0.2090807202378727,66124.6274239917,1.04335036210038,1.0,0.0,0.0,0.0,0.0,1.0,5.533358493
4623,allOis1_F_replicate.93,31,BUSTEDS-MH,1000,0.4946553878724405,66226.54598812584,1.160556673571496,0.4074867208508846,0.0,0.0,0.0,0.0,1.0,5.533358493
4624,allOis1_F_replicate.94,31,BUSTEDS-MH,1000,0.5,63171.99900725878,2.116267700126567,0.0,0.0,0.0,2.323716182656141,,1.0,5.533358493
4625,allOis1_F_replicate.95,31,BUSTEDS-MH,1000,0.1617021984067712,67456.98701408418,1.904407989895365,0.1061587844304868,0.0,0.0,0.0,0.0,1.0,5.533358493
4626,allOis1_F_replicate.96,31,BUSTEDS-MH,1000,0.5,64879.26268747049,1.755213243963092,0.0,0.0,0.0,0.0,,1.0,5.533358493
4627,allOis1_F_replicate.97,31,BUSTEDS-MH,1000,0.5,64808.39150176032,1.0,0.5397016019054288,0.0338226561072853,0.0,0.0,,1.0,5.533358493
4628,allOis1_F_replicate.98,31,BUSTEDS-MH,1000,0.4842958050763128,67571.59858908248,1.158215127598178,0.5002997836983172,0.0,0.0,0.0,0.0,1.0,5.533358493
4629,allOis1_F_replicate.99,31,BUSTEDS-MH,1000,0.2119751331349207,65929.22420333877,1.123951537950188,0.831692789891744,0.005923247560276127,0.0,0.0,0.0,1.0,5.533358493
4630,allOis1_N_100_replicate.1,31,BUSTEDS-MH,100,0.121309548931194,9443.6623829131,1.160226224236295,1.0,0.0,0.2916340446782424,0.0,0.0,1.0,3.018230747
4631,allOis1_N_100_replicate.11,31,BUSTEDS-MH,100,0.2746944771244025,9846.443093505157,1.195822342805855,0.8885806421980236,0.0,0.07639631303548723,0.0,0.0,1.0,3.018230747
4632,allOis1_N_100_replicate.12,31,BUSTEDS-MH,100,0.5,9216.955580023618,3.21050598829303,0.0,0.0,0.07132685904239199,0.0,,1.0,3.018230747
4633,allOis1_N_100_replicate.14,31,BUSTEDS-MH,100,0.5,9519.322230384016,12.20089400530458,0.0,0.0,0.0,0.0,,1.0,3.018230747
4634,allOis1_N_100_replicate.15,31,BUSTEDS-MH,100,0.03080047092834248,9367.642461713262,1.226325794368835,1.0,0.0,0.0,0.0,1.0,1.0,3.018230747
4635,allOis1_N_100_replicate.16,31,BUSTEDS-MH,100,0.5,9135.998484956655,17.14638515240535,0.0004009905923026348,0.0,0.0,0.0,0.0,1.0,3.018230747
4636,allOis1_N_100_replicate.17,31,BUSTEDS-MH,100,0.5,9964.092303931446,1.002324440672747,0.0,0.0,0.0,0.0,,1.0,3.018230747
4637,allOis1_N_100_replicate.20,31,BUSTEDS-MH,100,0.5,9806.277746894342,1.001617910111075,0.0,0.0,0.0,0.0,,1.0,3.018230747
4638,allOis1_N_100_replicate.21,31,BUSTEDS-MH,100,0.419023728586461,9276.855923798043,18.47066541984137,0.001864231815370607,0.0,0.0,0.0,0.0,1.0,3.018230747
4639,allOis1_N_100_replicate.22,31,BUSTEDS-MH,100,0.009640897757581146,9759.33359949246,6.720877096469215,0.05176063144568098,0.0,0.0,324.4462609924864,0.0,1.0,3.018230747
4640,allOis1_N_100_replicate.23,31,BUSTEDS-MH,100,0.5,9682.432753441857,4.018969161793329,0.0,0.0,0.0,0.0,,1.0,3.018230747
4641,allOis1_N_100_replicate.25,31,BUSTEDS-MH,100,0.4869195201482012,9660.640279829599,2.941018395748255,0.01835073192242314,0.03782886075510743,0.0,0.0,0.0,1.0,3.018230747
4642,allOis1_N_100_replicate.26,31,BUSTEDS-MH,100,0.5,9357.734261684876,1.892404991128712,0.0,0.0,0.0,0.0,,1.0,3.018230747
4643,allOis1_N_100_replicate.27,31,BUSTEDS-MH,100,0.5,9210.305913969047,13.93223261015611,0.0,0.0,0.0,0.0,,1.0,3.018230747
4644,allOis1_N_100_replicate.28,31,BUSTEDS-MH,100,0.1197014403127511,8980.775678960257,1.147103854953812,1.0,0.0,0.01143474519146269,0.0,0.0,1.0,3.018230747
4645,allOis1_N_100_replicate.29,31,BUSTEDS-MH,100,0.5,9558.26854166715,1.0,0.04988847250840839,0.0,0.0,0.0,,1.0,3.018230747
4646,allOis1_N_100_replicate.3,31,BUSTEDS-MH,100,0.5,9781.09989806152,1.036119977740722,0.0,0.0,0.02759566019207668,0.0,,1.0,3.018230747
4647,allOis1_N_100_replicate.31,31,BUSTEDS-MH,100,0.5,9346.027215858563,1.851081928076751,0.0,0.0,0.0,0.0,,1.0,3.018230747
