Gene,Method,Simulation,Sequences,Codons,LRT p-value,cAIC,w1,p1,w2,p2,w3,p3,CV(omega),SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,CV(alpha)_calculated,CV(alpha)_simulated,DH_Rate,TH_Rate,TH_Rate_SI,BUSTEDS-MH_num_ER_Sites,BUSTEDS-MH_ER_Sites,BUSTEDS_num_ER_Sites,BUSTEDS_ER_Sites
10124.replicate.1,BUSTEDS,null-2.0,20.0,5000.0,0.3182586868601274,230973.1908743914,0.9994,0.0,1.0,0.7923,1.0781,0.2077,0.03602819770998492,0.3425,0.2684,1.1978,0.7106,2.7041,2.7041,0.6900291024389055,2.0,,,,,,0.0,
10124.replicate.1,BUSTEDS,null-2.3,20.0,5000.0,0.4969815568597597,233691.9029772797,0.9552,0.5867,0.9617,0.2887,1.3111,0.1246,0.15451857065460423,0.3087,0.238,1.1337,0.7216,2.6835,2.6835,0.7158035151361035,2.3,,,,,,0.0,
10124.replicate.1,BUSTEDS-MH,null-2.0,20.0,5000.0,0.3204314884681242,230979.075570134,1.0,0.0957,1.0,0.7302,1.0924,0.174,0.04225628416869553,0.3424,0.2682,1.1975,0.7107,2.7013,2.7013,0.6897195118607958,2.0,0.0,0.0,0.06249651002131515,0.0,,,
10124.replicate.1,BUSTEDS-MH,null-2.3,20.0,5000.0,0.5,233694.7607310641,0.8683,0.0,1.0,0.9999,1.0,0.0001,0.06493460452691024,0.3096,0.2381,1.1341,0.7219,2.6858,2.6858,0.7156598064646366,2.3,0.004010375555533409,0.0004793009112579807,0.1820624091735793,,,,
10124.replicate.10,BUSTEDS,null-2.0,20.0,5000.0,0.4947223298951301,233386.782641585,0.9156,0.0595,0.9519,0.0414,1.0123,0.899,0.04154892020804693,0.3054,0.2311,1.125,0.719,2.4154,2.4154,0.6775095976366392,2.0,,,,,,0.0,
10124.replicate.10,BUSTEDS,null-2.3,20.0,5000.0,0.5,232605.3759919147,0.6263,0.0,0.9791,1.0,1.8865,0.0,0.45604558698285697,0.2835,0.22,1.1338,0.7373,2.3793,2.3793,0.6800788113852649,2.3,,,,,,,
10124.replicate.10,BUSTEDS-MH,null-2.0,20.0,5000.0,0.5,233388.4405129328,0.9222,0.0,1.0,1.0,3.2825,0.0,0.6310330778351604,0.3065,0.2321,1.1258,0.7179,2.4137,2.4137,0.6765384051395482,2.0,0.0,0.0,0.1890347165041306,,,,
10124.replicate.10,BUSTEDS-MH,null-2.3,20.0,5000.0,0.5,232609.2345523154,0.0423,0.0,0.9788,1.0,11.0065,0.0,1.2377999600664797,0.2829,0.2189,1.1322,0.7376,2.3685,2.3685,0.6789682949614418,2.3,0.0,0.004833815269117909,0.0,,,,
10124.replicate.2,BUSTEDS,null-2.0,20.0,5000.0,0.06515495757991197,232563.0382914129,0.4231,0.1547,0.6439,0.1948,1.2413,0.6505,0.44919021671119447,0.3161,0.2456,1.1511,0.72,2.7204,2.7204,0.7140322061453198,2.0,,,,,,0.0,
10124.replicate.2,BUSTEDS,null-2.3,20.0,5000.0,0.05163628308337831,234326.6663008526,0.9574,0.5497,1.0,0.2128,1.2572,0.2375,0.12359210538714363,0.2439,0.184,1.1008,0.7715,2.3788,2.3788,0.706756492903458,2.3,,,,,,0.0,
10124.replicate.2,BUSTEDS-MH,null-2.0,20.0,5000.0,0.0638182431959819,232568.8774241158,0.0,0.0676,1.0,0.8137,1.5386,0.1186,0.7533395397062281,0.3164,0.2458,1.1512,0.7197,2.7168,2.7168,0.7133514959246393,2.0,0.0,0.0,0.0,0.0,,,
10124.replicate.2,BUSTEDS-MH,null-2.3,20.0,5000.0,0.05237302812639688,234331.3969601678,1.0,0.4516,1.0,0.2682,1.1297,0.2802,0.0586073742019332,0.2442,0.1839,1.101,0.7717,2.3732,2.3732,0.7056728970745318,2.3,0.001286101670523538,0.003885955055346394,0.0,0.0,,,
10124.replicate.3,BUSTEDS,null-2.0,20.0,5000.0,0.5,230477.157887719,0.2974,0.0,0.864,0.1909,1.0054,0.8091,0.4235580135771285,0.3042,0.2401,1.1518,0.7276,2.7482,2.7482,0.723025981513723,2.0,,,,,,0.0,
10124.replicate.3,BUSTEDS,null-2.3,20.0,5000.0,0.1714077548385929,229483.7791673113,0.7229,0.3384,0.9231,0.2835,1.3394,0.3781,0.2580432235108191,0.2253,0.1857,1.0854,0.7436,2.1361,2.1361,0.6800859117564945,2.3,,,,,,0.0,
10124.replicate.3,BUSTEDS-MH,null-2.0,20.0,5000.0,0.5,230483.1615380786,0.9637,0.9384,1.0,0.0106,1.2204,0.0509,0.10686770064489827,0.304,0.24,1.1516,0.7275,2.7447,2.7447,0.7226531254065396,2.0,0.0,0.0,0.0,0.0,,,
10124.replicate.3,BUSTEDS-MH,null-2.3,20.0,5000.0,0.3603032791036063,229488.6513449343,0.5696,0.095,0.9985,0.7919,1.4669,0.1131,0.36221365815381174,0.2265,0.1863,1.0885,0.746,2.1535,2.1535,0.6816908011102181,2.3,0.003312959855897777,0.0,0.1826392522104962,0.0,,,
10124.replicate.4,BUSTEDS,null-2.0,20.0,5000.0,0.2380969164558982,232156.2168130447,0.8314,0.0,1.0,0.0006,1.0209,0.9994,0.08922814640291654,0.2775,0.2057,1.0837,0.7306,2.3738,2.3738,0.6934760985899964,2.0,,,,,,0.0,
10124.replicate.4,BUSTEDS,null-2.3,20.0,5000.0,0.3090735557935132,231926.9313930853,0.5974,0.0508,0.8011,0.0032,1.0422,0.946,0.2234637805051225,0.299,0.232,1.1302,0.7211,2.4679,2.4679,0.6877895518957752,2.3,,,,,,0.0,
10124.replicate.4,BUSTEDS-MH,null-2.0,20.0,5000.0,0.5,232163.7116123553,0.5238,0.0,1.0,1.0,13.4483,0.0,1.1989471056992795,0.2774,0.2054,1.083,0.7306,2.3702,2.3702,0.6930975053664127,2.0,0.0,0.0,0.0,,,,
10124.replicate.4,BUSTEDS-MH,null-2.3,20.0,5000.0,0.3122619272008,231932.8592027079,0.9941,0.8096,1.0,0.0859,1.2052,0.1045,0.0920380175325299,0.2994,0.2323,1.131,0.7214,2.4741,2.4741,0.6884103244738793,2.3,0.0009723021036603664,0.0,0.0,0.0,,,
10124.replicate.5,BUSTEDS,null-2.0,20.0,5000.0,0.4783284971251112,231505.7380775526,0.9994,0.0,1.0,0.9608,1.125,0.0392,0.05671568398815142,0.2872,0.2248,1.1347,0.7377,2.6277,2.6277,0.7167689016991811,2.0,,,,,,0.0,
10124.replicate.5,BUSTEDS,null-2.3,20.0,5000.0,0.5,230794.9408768602,0.9769,0.1963,0.9832,0.798,1.0,0.0057,0.00988129299080662,0.2872,0.2296,1.1439,0.7431,3.0746,3.0746,0.7761955133737225,2.3,,,,,,,
10124.replicate.5,BUSTEDS-MH,null-2.0,20.0,5000.0,0.4790979502372233,231511.7452785875,0.9974,0.7211,0.999,0.2029,1.0905,0.076,0.04229052448255044,0.2872,0.2249,1.1347,0.7377,2.6272,2.6272,0.7166943284497469,2.0,0.0,0.0,0.0,0.0,,,
10124.replicate.5,BUSTEDS-MH,null-2.3,20.0,5000.0,0.5,230800.0473410564,0.9543,0.2304,0.9917,0.7696,3.0557,0.0,0.5889475057008393,0.2877,0.2299,1.1437,0.7424,3.0655,3.0655,0.7748825691783101,2.3,0.0,0.003107516965151772,0.0,,,,
10124.replicate.6,BUSTEDS,null-2.0,20.0,5000.0,0.156890198855673,234136.4537609581,0.9806,0.2104,0.9963,0.7884,14.7414,0.0012,1.1633729456693493,0.3046,0.2256,1.1362,0.7372,2.5211,2.5211,0.692267734941244,2.0,,,,,,0.0,
10124.replicate.6,BUSTEDS,null-2.3,20.0,5000.0,0.5,230977.5946135113,0.6783,0.0989,0.9789,0.8038,1.4047,0.0973,0.29199145433355084,0.2792,0.2307,1.1418,0.7336,2.7425,2.7425,0.7353731251790941,2.3,,,,,,0.0,
10124.replicate.6,BUSTEDS-MH,null-2.0,20.0,5000.0,0.4064551433407277,234144.0829155055,0.4373,0.0454,0.5383,0.0876,1.0801,0.867,0.41189042295732964,0.3039,0.2246,1.1334,0.7366,2.4941,2.4941,0.688967491697793,2.0,0.0,0.0,0.0,0.0,,,
10124.replicate.6,BUSTEDS-MH,null-2.3,20.0,5000.0,0.5,230982.2847422818,0.0,0.0006,0.5751,0.0858,1.0302,0.9136,0.7877544185814687,0.2798,0.2309,1.1424,0.7336,2.7399,2.7399,0.7346000496499699,2.3,0.002477339017438638,0.0015542571717847,0.07416495446792996,0.0,,,
10124.replicate.7,BUSTEDS,null-2.0,20.0,5000.0,0.5,232483.7579065784,0.9197,0.1604,0.9503,0.1256,1.0266,0.714,0.046556037279322324,0.2467,0.1953,1.1169,0.768,2.562,2.562,0.7297336484852881,2.0,,,,,,0.0,
10124.replicate.7,BUSTEDS,null-2.3,20.0,5000.0,0.5,231182.1647183222,0.7584,0.0,1.0,1.0,6.4691,0.0,0.9615130038248642,0.2632,0.2189,1.1232,0.738,2.6324,2.6324,0.7310025630998177,2.3,,,,,,,
10124.replicate.7,BUSTEDS-MH,null-2.0,20.0,5000.0,0.5,232487.0478476323,0.8013,0.0,0.9994,1.0,1.1542,0.0,0.1466362923979573,0.2471,0.1951,1.1178,0.7692,2.5758,2.5758,0.7313774627235498,2.0,0.005752128665908673,0.0,0.0,,,,
10124.replicate.7,BUSTEDS-MH,null-2.3,20.0,5000.0,0.284796267367576,231186.6046493843,0.9953,0.4537,1.0,0.1137,1.0473,0.4326,0.023154952917712135,0.2632,0.2189,1.1238,0.7385,2.6398,2.6398,0.7319438202634675,2.3,0.0,0.0005033055002152536,0.1293107497441484,0.0,,,
10124.replicate.8,BUSTEDS,null-2.0,20.0,5000.0,0.2429471783313989,230193.4440194652,1.0,0.4215,1.0,0.382,1.1054,0.1965,0.047999648829176324,0.2787,0.2351,1.1342,0.7206,2.6452,2.6452,0.7232909814997472,2.0,,,,,,0.0,
10124.replicate.8,BUSTEDS,null-2.3,20.0,5000.0,0.09359404288501283,231568.6644438779,0.6654,0.2979,0.8144,0.2219,1.3223,0.4802,0.30106416239153383,0.3087,0.2442,1.1394,0.7141,2.6618,2.6618,0.7112475946226865,2.3,,,,,,0.0,
10124.replicate.8,BUSTEDS-MH,null-2.0,20.0,5000.0,0.2391209903901422,230199.4158383239,0.0472,0.0,0.9349,0.0335,1.0247,0.9665,0.6594943699331592,0.2787,0.235,1.1341,0.7207,2.6461,2.6461,0.7234468601591006,2.0,0.0,0.0,0.0,0.0,,,
10124.replicate.8,BUSTEDS-MH,null-2.3,20.0,5000.0,0.1782233425729683,231574.7947036477,0.8782,0.7766,0.9755,0.0692,1.7058,0.1542,0.3112876787226969,0.3092,0.2445,1.1398,0.714,2.6622,2.6622,0.7109961991687832,2.3,0.0009196235427162357,0.0,0.0,0.0,,,
10124.replicate.9,BUSTEDS,null-2.0,20.0,5000.0,0.4987549226980204,231557.3889791303,1.0,0.0094,1.0,0.9779,1.1477,0.0127,0.0663593554539842,0.2994,0.2213,1.1065,0.7174,2.2845,2.2845,0.6626235283972575,2.0,,,,,,0.0,
10124.replicate.9,BUSTEDS,null-2.3,20.0,5000.0,0.1964873413059419,232884.4176429314,0.8088,0.0846,0.8554,0.2547,1.1189,0.6607,0.14717123375698707,0.2821,0.22,1.1526,0.7549,2.706,2.706,0.7263688951093394,2.3,,,,,,0.0,
10124.replicate.9,BUSTEDS-MH,null-2.0,20.0,5000.0,0.5,231563.4517454535,0.7851,0.1537,0.9034,0.0387,1.0494,0.8076,0.11844556828107063,0.2989,0.2208,1.1062,0.7182,2.287,2.287,0.6633613686145273,2.0,0.0,0.0,0.0,0.0,,,
10124.replicate.9,BUSTEDS-MH,null-2.3,20.0,5000.0,0.2000249753061457,232890.3345929893,0.7333,0.1213,0.8877,0.019,1.0694,0.8597,0.1531702129208014,0.282,0.2198,1.1526,0.7554,2.7103,2.7103,0.7270313333069249,2.3,0.0,0.001310890782430006,0.0,0.0,,,
10129.replicate.1,BUSTEDS,null-0.0,38.0,5000.0,0.3962208103185232,111470.3459541051,0.855,0.2684,0.9934,0.6909,2.365,0.0407,0.48527012886629345,0.2373,0.5944,0.2792,0.0377,2.3059,2.3059,1.0261724272370618,0.0,,,,,,0.0,
10129.replicate.1,BUSTEDS-MH,null-0.0,38.0,5000.0,0.4242946229835868,111474.1774362181,0.5591,0.2445,0.8813,0.0072,1.1621,0.7483,0.28399659164324226,0.2354,0.6275,2.2732,0.3713,6.755,6.755,0.8819164455461123,0.0,0.0,0.0,0.0,0.0,,,
10129.replicate.10,BUSTEDS,null-0.0,38.0,5000.0,0.493539720084955,112435.2950391427,0.9839,0.1689,0.9893,0.831,23.8931,0.0001,1.252389543212987,0.1723,0.4774,0.4134,0.147,2.2816,2.2816,0.9862852743776055,0.0,,,,,,0.0,
10129.replicate.10,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,112440.8169509168,0.9291,0.0,0.9889,1.0,3.2432,0.0,0.626051455717954,0.2007,0.5951,1.2217,0.0563,2.3288,2.3288,0.695001740182419,0.0,0.0,0.002456820122059138,0.0,,,,
10129.replicate.2,BUSTEDS,null-0.0,38.0,5000.0,0.1514661673665695,110657.8969200757,0.7277,0.0118,0.9767,0.9724,4.5799,0.0158,0.8402808982302682,0.2042,0.5939,2.1626,0.0244,2.1637,2.1637,0.6114940923924281,0.0,,,,,,0.0,
10129.replicate.2,BUSTEDS-MH,null-0.0,38.0,5000.0,0.1924167446969545,110664.3618115557,0.2337,0.1109,0.5341,0.1295,1.2283,0.7596,0.6259972466878547,0.2045,0.594,2.1162,0.0,2.1641,2.1641,0.6105179792020982,0.0,0.0,0.0,0.0,0.0,,,
10129.replicate.3,BUSTEDS,null-0.0,38.0,5000.0,0.4026699063966825,113004.0249094856,0.8147,0.066,0.9644,0.8904,2.2746,0.0435,0.4853142845145876,0.1963,0.5731,1.5364,0.12,2.2914,2.2914,0.6458843265289788,0.0,,,,,,0.0,
10129.replicate.3,BUSTEDS-MH,null-0.0,38.0,5000.0,0.4094612075413641,113010.1219762968,0.6724,0.1613,0.6813,0.2323,1.228,0.6064,0.30194058914127997,0.1691,0.5047,0.6303,0.1105,2.1956,2.1956,0.8687279051060148,0.0,0.0,0.0,0.0,0.0,,,
10129.replicate.4,BUSTEDS,null-0.0,38.0,5000.0,0.5,111367.1522314896,0.9298,0.041,0.9405,0.959,1.4591,0.0,0.2225905782057189,0.1882,0.5605,0.9397,0.1145,2.421,2.421,0.7841516557522091,0.0,,,,,,,
10129.replicate.4,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,111372.1091733095,0.9105,0.635,0.9415,0.0699,1.0,0.2951,0.039034396062152255,0.0894,0.3125,0.4475,0.345,2.3872,2.3872,1.035632391984171,0.0,0.001251088752007231,0.00140873799165176,0.0,,,,
10129.replicate.5,BUSTEDS,null-0.0,38.0,5000.0,0.1812559781809231,111928.9530286757,1.0,0.0091,1.0,0.9906,72.6318,0.0002,1.357365935930757,0.2109,0.6072,2.0503,0.1812,2.3644,2.3644,0.6160267938116967,0.0,,,,,,0.0,
10129.replicate.5,BUSTEDS-MH,null-0.0,38.0,5000.0,0.3274151196477383,111934.5596882345,0.8703,0.0042,0.9994,0.9954,35.743,0.0004,1.308771019966165,0.213,0.6096,2.2083,0.3307,2.3409,2.3409,0.6131750454395641,0.0,0.0,0.00285564263231476,0.0,0.0,,,
10129.replicate.6,BUSTEDS,null-0.0,38.0,5000.0,0.2270423426673509,111207.7456119947,0.0,0.0476,0.9533,0.8619,2.0717,0.0905,0.8396655391333425,0.2305,0.6137,2.1349,0.1965,2.3131,2.3131,0.6043966981836099,0.0,,,,,,0.0,
10129.replicate.6,BUSTEDS-MH,null-0.0,38.0,5000.0,0.2437166389417196,111213.5405214969,0.4136,0.2827,0.9991,0.0906,1.2805,0.6267,0.4022306199678287,0.2121,0.3439,0.2569,0.2711,2.2269,2.2269,1.0453701094059766,0.0,0.0,0.001631605707949959,0.0,0.0,,,
10129.replicate.7,BUSTEDS,null-0.0,38.0,5000.0,0.3167296272039088,111581.3085202755,1.0,0.3561,1.0,0.0015,1.0476,0.6423,0.022088386129728133,0.1501,0.3316,0.355,0.2933,2.2555,2.2555,1.0300998416061236,0.0,,,,,,0.0,
10129.replicate.7,BUSTEDS-MH,null-0.0,38.0,5000.0,0.3148174413800329,111587.4076197545,1.0,0.1992,1.0,0.189,1.0493,0.6118,0.02286450287770749,0.2138,0.5814,0.747,0.0463,2.2593,2.2593,0.807154997889655,0.0,0.0,0.0,0.0,0.0,,,
10129.replicate.8,BUSTEDS,null-0.0,38.0,5000.0,0.5,110019.1514766594,0.9373,0.5416,0.9813,0.4584,4.4952,0.0,0.7796950476625358,0.207,0.0709,0.2122,0.5395,2.2351,2.2351,1.0791909921159346,0.0,,,,,,,
10129.replicate.8,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,110025.1467785942,0.7104,0.0,0.9572,1.0,14.0234,0.0,1.188921045993268,0.2115,0.6104,2.235,0.0158,2.2354,2.2354,0.6112783331775505,0.0,0.0,0.0,0.0,,,,
10129.replicate.9,BUSTEDS,null-0.0,38.0,5000.0,0.1644301057151534,112090.7386081548,0.2659,0.0698,0.6689,0.0141,1.114,0.9161,0.5071908574219346,0.2069,0.6036,1.8652,0.2312,2.687,2.687,0.6502374868050014,0.0,,,,,,0.0,
10129.replicate.9,BUSTEDS-MH,null-0.0,38.0,5000.0,0.164634782964806,112096.7500059135,0.4349,0.1122,0.7006,0.0186,1.1355,0.8692,0.38148711395275925,0.2073,0.6041,1.8815,0.2375,2.702,2.702,0.6500862427030587,0.0,0.0,0.0,0.0,0.0,,,
1027.replicate.1,BUSTEDS,null-2.0,29.0,5000.0,0.5,327866.7741157797,0.9516,0.3018,0.9662,0.4253,1.0347,0.273,0.03680898111305324,0.1193,0.0638,0.687,0.5226,1.5312,1.5312,0.7444856456675258,2.0,,,,,,0.0,
1027.replicate.1,BUSTEDS,null-2.3,29.0,5000.0,0.5,325457.7207104863,0.9727,0.0,1.0,1.0,1.0016,0.0,0.01337715984850893,0.0895,0.0557,0.6717,0.5164,1.5147,1.5147,0.7712206311849761,2.3,,,,,,,
1027.replicate.1,BUSTEDS-MH,null-2.0,29.0,5000.0,0.5,327872.1611213894,0.9253,0.0814,0.9861,0.9089,1.0,0.0097,0.033425024635737155,0.1192,0.0637,0.6868,0.5226,1.5312,1.5312,0.7446434793570025,2.0,0.0,0.0,0.07201914737690417,,,,
1027.replicate.1,BUSTEDS-MH,null-2.3,29.0,5000.0,0.1146520775698979,325460.0162728005,1.0,0.2166,1.0,0.7167,1.3668,0.0667,0.15407316581871547,0.0883,0.0551,0.6705,0.5158,1.5131,1.5131,0.7723509599907418,2.3,0.002461392017248845,0.0,0.0,0.0,,,
1027.replicate.10,BUSTEDS,null-2.0,29.0,5000.0,0.0003897643839264608,322862.8253930369,0.9757,0.9747,1.0,0.0217,11.117,0.0037,1.0941068092491897,0.5283,0.4688,1.4162,0.5312,2.9159,2.9159,0.6081861130847709,2.0,,,,,,0.0,
1027.replicate.10,BUSTEDS,null-2.3,29.0,5000.0,0.5,325773.050120291,0.9958,0.0,0.9992,1.0,1.333,0.0,0.14257419558194773,0.1728,0.0859,0.7297,0.5361,1.5713,1.5713,0.6971443635459581,2.3,,,,,,,
1027.replicate.10,BUSTEDS-MH,null-2.0,29.0,5000.0,0.008956532547576668,322710.9613146305,0.9781,0.0399,0.9823,0.9573,11.5626,0.0028,1.1066904153275257,0.0983,0.0524,0.6652,0.5161,1.5099,1.5099,0.7653618534931514,2.0,0.0,0.0,0.0,0.0,,,
1027.replicate.10,BUSTEDS-MH,null-2.3,29.0,5000.0,0.5,325779.0515221428,0.9733,0.1035,0.9823,0.3819,1.0154,0.5146,0.018278317090328896,0.1721,0.0854,0.7289,0.5359,1.5703,1.5703,0.697698604394526,2.3,0.0,0.0002006657256435526,0.0,0.0,,,
1027.replicate.2,BUSTEDS,null-2.0,29.0,5000.0,0.2132193657424073,327357.3801543131,0.5967,0.0523,0.6306,0.1615,1.1064,0.7861,0.2991342044094155,0.5257,0.4681,1.4174,0.5319,7.7455,7.7455,0.9951759142526515,2.0,,,,,,0.0,
1027.replicate.2,BUSTEDS,null-2.3,29.0,5000.0,0.4004646159467917,322272.9250851924,1.0,0.0558,1.0,0.8882,1.1621,0.056,0.07249739681245963,0.125,0.0665,0.7087,0.5481,1.5652,1.5652,0.7396698384334845,2.3,,,,,,0.0,
1027.replicate.2,BUSTEDS-MH,null-2.0,29.0,5000.0,0.2567300386995134,327168.9091623787,0.9873,0.9945,1.0,0.0025,6.6398,0.0029,0.9255574938024362,0.1235,0.0664,0.6858,0.5161,1.5277,1.5277,0.7407418358770003,2.0,0.0,0.0,0.0,0.0,,,
1027.replicate.2,BUSTEDS-MH,null-2.3,29.0,5000.0,0.397153839628697,322277.5129861041,0.9994,0.0,1.0,0.8251,1.0506,0.1749,0.02360236756989848,0.125,0.0663,0.7089,0.5483,1.5648,1.5648,0.7395028794659668,2.3,0.00306672722030773,0.0,0.0,0.0,,,
1027.replicate.3,BUSTEDS,null-2.0,29.0,5000.0,0.2350170129651338,323882.1837358515,0.0,0.0172,1.0,0.8733,1.2897,0.1095,0.723886836358845,0.1531,0.0768,0.7359,0.562,1.5909,1.5909,0.7143134355974279,2.0,,,,,,0.0,
1027.replicate.3,BUSTEDS,null-2.3,29.0,5000.0,0.4528964241893513,326213.9657480795,0.6642,0.048,0.6955,0.2078,1.0809,0.7442,0.2329199254427702,0.1259,0.0514,0.6611,0.5001,1.4782,1.4782,0.7364359319743532,2.3,,,,,,0.0,
1027.replicate.3,BUSTEDS-MH,null-2.0,29.0,5000.0,0.273967078182382,323888.4958122552,0.9843,0.9629,0.9994,0.0,1.7999,0.0371,0.3020681108416775,0.1535,0.077,0.7364,0.5621,1.5912,1.5912,0.7139095970940684,2.0,0.0,0.0,0.0,0.0,,,
1027.replicate.3,BUSTEDS-MH,null-2.3,29.0,5000.0,0.2352657898195865,326219.0356324398,0.9648,0.9928,1.0,0.0038,6.1739,0.0033,0.9021116738898158,0.1225,0.0501,0.659,0.5003,1.4773,1.4773,0.7398646206439474,2.3,0.0,0.0,0.0,0.0,,,
1027.replicate.4,BUSTEDS,null-2.0,29.0,5000.0,0.4872591899183328,325603.3241731328,0.9994,0.0,1.0,0.9438,1.0619,0.0562,0.028735227831521423,0.1267,0.0641,0.6963,0.5398,1.5551,1.5551,0.7406488531154637,2.0,,,,,,0.0,
1027.replicate.4,BUSTEDS,null-2.3,29.0,5000.0,0.4893303425939808,327078.7235449153,0.9692,0.4319,0.9984,0.0872,1.0374,0.4809,0.027891699570103373,0.1054,0.0488,0.6588,0.5144,1.5018,1.5018,0.7601279170070051,2.3,,,,,,0.0,
1027.replicate.4,BUSTEDS-MH,null-2.0,29.0,5000.0,0.5,325609.3800979428,0.7991,0.0,1.0,1.0,18.2913,0.0,1.2243100895355412,0.1271,0.0642,0.6968,0.5401,1.5556,1.5556,0.7402607590544805,2.0,0.0,0.0,0.0,,,,
1027.replicate.4,BUSTEDS-MH,null-2.3,29.0,5000.0,0.4779966823177263,327083.2204753954,0.973,0.0246,0.9794,0.0554,1.0069,0.92,0.014908339874955422,0.1046,0.0484,0.6581,0.5141,1.5008,1.5008,0.7608451690241987,2.3,0.002850365946647644,0.0,0.0,0.0,,,
1027.replicate.5,BUSTEDS,null-2.0,29.0,5000.0,0.5,324249.2329344696,0.9894,0.9036,1.0,0.0769,1.0524,0.0195,0.02716364916718804,0.1234,0.0593,0.7195,0.5697,1.5709,1.5709,0.7382491540410535,2.0,,,,,,0.0,
1027.replicate.5,BUSTEDS,null-2.3,29.0,5000.0,0.5,325485.1699520238,0.9871,1.0,0.9994,0.0,3.9184,0.0,0.700573122454562,0.1568,0.0688,0.7249,0.5544,1.5586,1.5586,0.7077363588495,2.3,,,,,,,
1027.replicate.5,BUSTEDS-MH,null-2.0,29.0,5000.0,0.5,324255.2344295731,0.9672,0.0,0.9914,1.0,2.2072,0.0,0.4169104980487572,0.1233,0.0593,0.7192,0.5695,1.5706,1.5706,0.7383682622416661,2.0,0.0,0.0,0.0,,,,
1027.replicate.5,BUSTEDS-MH,null-2.3,29.0,5000.0,0.5,325491.2188944571,0.8658,0.0,0.9639,0.5051,1.0091,0.4949,0.0632125811752134,0.1567,0.0687,0.7247,0.5541,1.5581,1.5581,0.7077625199374548,2.3,0.0,0.0,0.0,0.0,,,
1027.replicate.6,BUSTEDS,null-2.0,29.0,5000.0,0.3372332483204539,322158.8896831448,0.9635,0.0369,0.9833,0.9541,3.2994,0.009,0.6270348309894731,0.113,0.0595,0.7004,0.5588,1.577,1.577,0.7549574101617965,2.0,,,,,,0.0,
1027.replicate.6,BUSTEDS,null-2.3,29.0,5000.0,0.5,324409.3062122202,0.8458,0.1161,0.8717,0.4444,1.2193,0.4395,0.17395819807615603,0.5483,0.4892,1.4325,0.5108,10.3144,10.3144,1.076071984526224,2.3,,,,,,0.0,
1027.replicate.6,BUSTEDS-MH,null-2.0,29.0,5000.0,0.4115541212209303,322163.5786777713,0.8279,0.3682,0.9381,0.2511,1.2118,0.3807,0.16259816645988043,0.113,0.0594,0.7001,0.5583,1.5758,1.5758,0.754800078652517,2.0,0.0,0.003307454746965534,0.0,0.0,,,
1027.replicate.6,BUSTEDS-MH,null-2.3,29.0,5000.0,0.2338697466564408,324250.711631654,0.8842,0.2287,0.9999,0.4671,1.147,0.3042,0.10643920231085255,0.1626,0.0749,0.7205,0.5432,1.5616,1.5616,0.7056409652261593,2.3,0.0,0.0,0.0,0.0,,,
1027.replicate.7,BUSTEDS,null-2.0,29.0,5000.0,0.4792341291879258,321811.2544112472,0.9822,0.942,0.9974,0.0281,1.5944,0.0299,0.23929383170707258,0.1319,0.061,0.7075,0.5543,1.5591,1.5591,0.7332987900654148,2.0,,,,,,0.0,
1027.replicate.7,BUSTEDS,null-2.3,29.0,5000.0,0.5,325874.9783298445,1.0,0.8331,1.0,0.1669,1582.3633,0.0,1.411535741770258,0.1114,0.051,0.6915,0.5612,1.5633,1.5633,0.7565420693316839,2.3,,,,,,,
1027.replicate.7,BUSTEDS-MH,null-2.0,29.0,5000.0,0.4772533895681919,321816.6518474524,0.9357,0.7014,0.9584,0.086,1.2338,0.2126,0.1299522444644944,0.1313,0.0607,0.7068,0.5542,1.5589,1.5589,0.7339804489247455,2.0,0.0,0.0,0.09688503762354282,0.0,,,
1027.replicate.7,BUSTEDS-MH,null-2.3,29.0,5000.0,0.06458609762179018,325876.5957602992,0.5715,0.0252,0.9928,0.9611,3.5955,0.0137,0.7775488648011124,0.1103,0.0506,0.6898,0.5603,1.5625,1.5625,0.7579011758797974,2.3,0.0,0.0,0.0323520240825432,0.0,,,
1027.replicate.8,BUSTEDS,null-2.0,29.0,5000.0,0.5,324399.898675702,0.9955,0.3975,0.9973,0.6025,1.0443,0.0,0.02231625305682495,0.1378,0.0777,0.7381,0.5656,1.603,1.603,0.72783238313637,2.0,,,,,,,
1027.replicate.8,BUSTEDS,null-2.3,29.0,5000.0,0.5,325669.1337872604,0.9957,0.0,0.999,1.0,1.1891,0.0,0.08518297876419806,0.1093,0.0527,0.692,0.5396,1.5229,1.5229,0.7487187570620624,2.3,,,,,,,
1027.replicate.8,BUSTEDS-MH,null-2.0,29.0,5000.0,0.5,324405.9094577717,0.9949,0.5894,0.9997,0.4106,1.0293,0.0,0.015091462756786082,0.1372,0.0774,0.7375,0.5655,1.6026,1.6026,0.7284067299688227,2.0,0.0,0.0,0.0,,,,
