Gene,Method,Simulation,Sequences,Codons,LRT p-value,cAIC,w1,p1,w2,p2,w3,p3,CV(omega),SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,CV(alpha)_calculated,CV(alpha)_simulated,DH_Rate,TH_Rate,TH_Rate_SI,BUSTEDS-MH_num_ER_Sites,BUSTEDS-MH_ER_Sites,BUSTEDS_num_ER_Sites,BUSTEDS_ER_Sites
9487.replicate.6,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,184820.4244312846,0.9586,0.7792,0.9778,0.2208,12.6815,0.0,1.1332082180505112,0.1277,0.387,0.8006,0.3706,2.6979,2.6979,0.9003174644384898,0.0,0.0,0.0,0.0,,,,
9487.replicate.7,BUSTEDS,null-0.0,38.0,5000.0,0.5,184054.6357456852,0.9828,0.0,0.9994,1.0,1.0023,0.0,0.008635438407708985,0.1064,0.3581,0.777,0.3947,2.6505,2.6505,0.913971566446227,0.0,,,,,,,
9487.replicate.7,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,184060.6405622291,0.9184,0.0141,0.9999,0.948,1.0,0.0379,0.03951930269087732,0.1064,0.358,0.7768,0.3946,2.6494,2.6494,0.9139031044681896,0.0,0.0,0.0,0.0,,,,
9487.replicate.8,BUSTEDS,null-0.0,38.0,5000.0,0.3400683448822613,182237.4829794766,0.8433,0.0,1.0,0.6669,1.057,0.3331,0.09345806116339608,0.114,0.3946,0.7992,0.3672,2.7778,2.7778,0.9179741342969349,0.0,,,,,,0.0,
9487.replicate.8,BUSTEDS-MH,null-0.0,38.0,5000.0,0.3383512953816495,182242.6177644414,0.9994,0.0,1.0,0.6786,1.0579,0.3214,0.02692261461323061,0.1124,0.3914,0.7927,0.3696,2.7745,2.7745,0.9206949699071589,0.0,0.0,0.0,0.1537425450587019,0.0,,,
9511.replicate.10,BUSTEDS,null-0.0,39.0,5000.0,0.5,281214.7128141487,0.9903,0.0,0.995,1.0,1.0911,0.0,0.045295887640424824,0.31,0.5555,1.3,0.335,3.582,3.582,0.7916377987083292,0.0,,,,,,,
9511.replicate.10,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,281218.8771387977,0.9724,0.0,0.9951,1.0,2.9259,0.0,0.5613184234681976,0.3102,0.5555,1.3004,0.335,3.5821,3.5821,0.7914929549420514,0.0,0.0,0.0,0.2082775807040092,,,,
9511.replicate.6,BUSTEDS,null-0.0,39.0,5000.0,0.08766239981744872,287892.1530208482,0.8467,0.0786,0.8834,0.4621,1.2117,0.4593,0.16734427497910795,0.2958,0.5366,1.2354,0.3425,3.4582,3.4582,0.7972896950784579,0.0,,,,,,0.0,
9511.replicate.6,BUSTEDS-MH,null-0.0,39.0,5000.0,0.1017275314579165,287897.7377677308,0.8325,0.3138,0.8493,0.0172,1.1271,0.669,0.14428088443236448,0.2956,0.5362,1.2343,0.3426,3.4549,3.4549,0.7972417965344352,0.0,0.00153464778257788,0.0,0.0,0.0,,,
9511.replicate.7,BUSTEDS,null-0.0,39.0,5000.0,0.5,279194.5030721467,0.9884,0.0,0.9913,1.0,1.0662,0.0,0.03546853339985367,0.3143,0.563,1.3004,0.3275,3.6256,3.6256,0.7947200578929209,0.0,,,,,,,
9511.replicate.7,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,279200.3645188367,0.9741,0.4256,0.9841,0.453,1.0652,0.1215,0.04047700745200042,0.314,0.5627,1.2992,0.3275,3.6212,3.6212,0.7946110017756719,0.0,0.0009836095728655914,0.0,0.0,0.0,,,
9511.replicate.8,BUSTEDS,null-0.0,39.0,5000.0,0.5,283071.0156935219,0.7859,0.07,0.8379,0.2134,1.0,0.7167,0.10424995121832666,0.2878,0.5239,1.2391,0.3617,3.5063,3.5063,0.8046916560386925,0.0,,,,,,,
9511.replicate.8,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,283074.945057979,0.9094,0.5144,0.9264,0.046,1.0,0.4396,0.04159636642908412,0.2885,0.5245,1.2402,0.3613,3.5078,3.5078,0.8043537452751056,0.0,0.003149045835632379,0.00101995383169945,0.0,,,,
9544.replicate.10,BUSTEDS,null-0.0,37.0,5000.0,0.2837439545642349,224407.3006096365,0.9784,0.7196,0.9966,0.2792,11.7383,0.0012,1.1087005685144473,0.3509,0.6025,1.672,0.361,5.0685,5.0685,0.8406399609663779,0.0,,,,,,0.0,
9544.replicate.10,BUSTEDS-MH,null-0.0,37.0,5000.0,0.4608207153951696,224412.7272209417,0.986,0.9982,1.0,0.0011,10.2481,0.0007,1.0698538651953695,0.3512,0.6023,1.6708,0.3611,5.0623,5.0623,0.8403073180413347,0.0,0.002454361099671648,0.0005756714147996845,0.0,0.0,,,
9544.replicate.6,BUSTEDS,null-0.0,37.0,5000.0,0.0872682636096534,227673.5804476604,0.9922,0.3608,0.9999,0.633,5.8358,0.0061,0.8743656134303247,0.3685,0.6087,1.6895,0.3544,4.797,4.797,0.8123924849900208,0.0,,,,,,0.0,
9544.replicate.6,BUSTEDS-MH,null-0.0,37.0,5000.0,0.09747432960784491,227679.78048127,0.8479,0.3497,0.9505,0.5273,1.8466,0.123,0.36919221850752276,0.3683,0.6084,1.6876,0.3545,4.7904,4.7904,0.8122394951443614,0.0,0.0,0.0,0.01179791669317517,0.0,,,
9544.replicate.7,BUSTEDS,null-0.0,37.0,5000.0,0.5,224848.326031249,0.5659,0.0,1.0,1.0,3.0154,0.0,0.6988439285793805,0.3499,0.5907,1.6614,0.3724,4.7346,4.7346,0.8171970118463332,0.0,,,,,,,
9544.replicate.7,BUSTEDS-MH,null-0.0,37.0,5000.0,0.4097640149726731,224853.6231580045,0.8935,0.1492,0.9599,0.0338,1.0368,0.817,0.06077880971420108,0.3496,0.5905,1.6604,0.3726,4.7338,4.7338,0.8173843600980695,0.0,0.001375168778520929,0.0,0.0,0.0,,,
9544.replicate.8,BUSTEDS,null-0.0,37.0,5000.0,0.5,225752.2145386606,0.9075,0.0502,0.9295,0.2094,1.0014,0.7404,0.04238117298960731,0.3528,0.6013,1.7084,0.3635,4.7352,4.7352,0.8086444469578037,0.0,,,,,,0.0,
9544.replicate.8,BUSTEDS-MH,null-0.0,37.0,5000.0,0.5,225758.1904582947,0.9243,0.1322,0.9484,0.1703,1.0,0.6975,0.032976106007077476,0.3526,0.601,1.7076,0.3637,4.7349,4.7349,0.8088061708088916,0.0,0.0003169085462154697,0.0,0.0,,,,
9570.replicate.10,BUSTEDS,null-0.0,39.0,5000.0,0.1949808852342999,234278.8902864767,1.0,0.4368,1.0,0.3895,1.1455,0.1737,0.06541665023852655,0.3048,0.5306,1.2345,0.3567,3.5306,3.5306,0.8022270079484844,0.0,,,,,,0.0,
9570.replicate.10,BUSTEDS-MH,null-0.0,39.0,5000.0,0.1946060890524478,234283.3953751703,0.9994,0.0,1.0,0.7494,1.0968,0.2506,0.044351819359441456,0.3048,0.5305,1.2343,0.3567,3.5293,3.5293,0.8021294578696805,0.0,0.0,0.002979130412081099,0.0,0.0,,,
9570.replicate.6,BUSTEDS,null-0.0,39.0,5000.0,0.4531459566613679,232857.8954889116,1.0,0.0215,1.0,0.9688,1.8882,0.0096,0.32305552340409005,0.3218,0.5553,1.322,0.3417,3.589,3.589,0.783619192983939,0.0,,,,,,0.0,
9570.replicate.6,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4566018668795924,232863.8067858024,0.3754,0.0,0.9998,0.9741,1.3184,0.0259,0.4362200266660255,0.3217,0.5553,1.3211,0.3415,3.5855,3.5855,0.7834632526325189,0.0,0.0,0.0006571834306080999,0.0,0.0,,,
9570.replicate.7,BUSTEDS,null-0.0,39.0,5000.0,0.5,236690.0809562961,1.0,0.0682,1.0,0.9318,1582.3633,0.0,1.411535741770258,0.3085,0.5127,1.1897,0.3698,3.4195,3.4195,0.7986867709907439,0.0,,,,,,,
9570.replicate.7,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4574926916759688,236695.9170065543,0.9988,0.5919,1.0,0.2273,1.0427,0.1808,0.020139102927875973,0.3083,0.5123,1.1884,0.3699,3.4165,3.4165,0.7987202376027732,0.0,0.0,0.0,0.0,0.0,,,
9570.replicate.8,BUSTEDS,null-0.0,39.0,5000.0,0.5,235351.148508041,0.9644,0.991,0.9731,0.009,1.548,0.0,0.23504590467912098,0.3212,0.5328,1.2532,0.3586,3.4935,3.4935,0.7880734103811925,0.0,,,,,,,
9570.replicate.8,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,235356.8040670032,0.9646,1.0,0.9958,0.0,3.7321,0.0,0.6836999373634438,0.321,0.5324,1.2521,0.3588,3.4911,3.4911,0.7881186716081054,0.0,0.001239104720861119,0.0,0.03893792663799231,,,,
963.replicate.1,BUSTEDS,null-2.3,50.0,5000.0,0.5,379686.1451876474,0.0533,0.0,0.8756,0.217,1.0,0.783,0.6532824297491502,0.7822,0.5597,0.7921,0.2694,2.0407,2.0407,0.4904090940499245,2.3,,,,,,,
963.replicate.1,BUSTEDS-MH,null-2.3,50.0,5000.0,0.4078147500980338,379689.2101413338,0.9711,0.9975,1.0,0.0024,41.3417,0.0001,1.3176757362918539,0.7814,0.8217,1.8729,0.1159,2.2566,2.2566,0.38175964666927803,2.3,0.0,0.0,0.085039417597526,0.0,,,
963.replicate.10,BUSTEDS,null-2.3,50.0,5000.0,0.4979890608434172,381543.5739248793,0.1887,0.0116,0.996,0.9593,1.2082,0.0291,0.5506404602751691,0.7763,0.8134,1.9424,0.1565,2.1452,2.1452,0.3720557629420998,2.3,,,,,,0.0,
963.replicate.10,BUSTEDS-MH,null-2.3,50.0,5000.0,0.5,381549.5972540822,0.1588,0.01,1.0,0.9892,1.4351,0.0008,0.6127063287237517,0.7749,0.811,1.7594,0.0418,2.0248,2.0248,0.3538086698045799,2.3,0.0,9.2881378975811e-05,0.0,0.0,,,
963.replicate.2,BUSTEDS,null-2.3,50.0,5000.0,0.06217079685995525,379794.0195455574,0.9352,0.0001,0.9693,0.998,10.8827,0.0019,1.0982732083289029,0.7799,0.8132,1.7108,0.0494,2.0467,2.0467,0.3542866649726514,2.3,,,,,,0.0,
963.replicate.2,BUSTEDS-MH,null-2.3,50.0,5000.0,0.1036319365415714,379800.0569032678,0.9667,0.9894,1.0,0.0085,10.3087,0.0021,1.074351915700835,0.719,0.2728,0.8182,0.5495,1.9937,1.9937,0.4918881016308441,2.3,0.0,0.0,0.0,0.0,,,
963.replicate.3,BUSTEDS,null-2.3,50.0,5000.0,0.1451812934556058,382687.847504664,0.0,0.0086,1.0,0.9892,8.0828,0.0022,1.1883351573924226,0.7813,0.7092,0.7891,0.1186,2.0464,2.0464,0.49315188223947043,2.3,,,,,,0.0,
963.replicate.3,BUSTEDS-MH,null-2.3,50.0,5000.0,0.3088691404865498,382692.1325212877,0.0,0.0085,1.0,0.9884,5.1646,0.0031,1.088386902407884,0.7413,0.0682,0.7864,0.7598,2.0465,2.0465,0.5077449000048392,2.3,0.002149771742594797,0.0,0.1670940592185419,0.0,,,
963.replicate.4,BUSTEDS,null-2.3,50.0,5000.0,0.1416399227431343,375753.9692192277,0.9921,0.9824,1.0,0.0173,27.6792,0.0003,1.2717903784883096,0.6884,0.0756,0.8217,0.7801,2.1274,2.1274,0.5354365572114548,2.3,,,,,,0.0,
963.replicate.4,BUSTEDS-MH,null-2.3,50.0,5000.0,0.5,375758.1179983362,0.9731,0.5663,0.9778,0.2964,1.1188,0.1373,0.06606809157171038,0.7616,0.3654,0.8469,0.4906,2.1261,2.1261,0.5013375221672385,2.3,0.0,0.003491162781171906,0.0,0.0,,,
963.replicate.5,BUSTEDS,null-2.3,50.0,5000.0,0.4312766825076156,382265.4473534256,0.0,0.003,0.9887,0.754,1.0703,0.2431,0.7087707041197128,0.7897,0.8361,2.0733,0.1639,5.6464,5.6464,0.7244450900202031,2.3,,,,,,0.0,
963.replicate.5,BUSTEDS-MH,null-2.3,50.0,5000.0,0.496119277293243,382270.4696191646,0.9264,0.318,0.9453,0.101,1.0602,0.5809,0.060498089939322756,0.7757,0.7948,1.2174,0.0576,2.1227,2.1227,0.40866556326022124,2.3,0.0,0.0,0.0,0.0,,,
963.replicate.6,BUSTEDS,null-2.3,50.0,5000.0,0.0424870747212121,375129.7658765949,0.6471,0.047,0.7048,0.177,1.13,0.776,0.26028469025954465,0.7869,0.6914,0.8221,0.1423,2.0382,2.0382,0.4785171682973446,2.3,,,,,,0.0,
963.replicate.6,BUSTEDS-MH,null-2.3,50.0,5000.0,0.0503878995486845,375133.9959457868,0.5452,0.056,1.0,0.7765,1.33,0.1676,0.3357061406648979,0.7812,0.5562,0.8177,0.2778,2.0386,2.0386,0.48192242419560927,2.3,0.0,0.001920525494498752,0.0,0.0,,,
963.replicate.7,BUSTEDS,null-2.3,50.0,5000.0,0.2172410567037672,382214.0497584422,1.0,0.0214,1.0,0.9784,34.2149,0.0003,1.2970617633312842,0.7791,0.7945,1.056,0.0374,2.0314,2.0314,0.41673720132895953,2.3,,,,,,0.0,
963.replicate.7,BUSTEDS-MH,null-2.3,50.0,5000.0,0.3003183966143085,382220.0313588404,1.0,0.0254,1.0,0.9744,33.6876,0.0002,1.2953307939291736,0.7812,0.8081,1.1396,0.0234,2.0306,2.0306,0.398810321753588,2.3,0.0,0.0,0.03746732169971076,0.0,,,
963.replicate.8,BUSTEDS,null-2.3,50.0,5000.0,0.5,383208.398131113,0.6881,0.0,0.9105,0.5272,1.0603,0.4728,0.1725268176642673,0.7808,0.8268,1.9891,0.0266,2.0572,2.0572,0.3643858200802396,2.3,,,,,,0.0,
963.replicate.8,BUSTEDS-MH,null-2.3,50.0,5000.0,0.5,383213.1411586598,0.3004,0.0,0.9803,1.0,5.048,0.0,0.9936846793099776,0.7809,0.8269,1.988,0.0439,2.0669,2.0669,0.36509664840654205,2.3,0.002248455322002831,0.0,0.0,,,,
963.replicate.9,BUSTEDS,null-2.3,50.0,5000.0,0.02797678310344187,380074.498041344,0.9976,0.9909,0.9989,0.0086,23.4547,0.0006,1.2478082052187802,0.7855,0.805,0.7941,0.0283,2.0711,2.0711,0.49636027316815723,2.3,,,,,,0.0,
963.replicate.9,BUSTEDS-MH,null-2.3,50.0,5000.0,0.383047481035982,380083.1826464953,0.8673,0.4641,0.9397,0.2259,1.2593,0.31,0.16662767679748938,0.7683,0.3609,0.7991,0.472,2.0681,2.0681,0.49974076515572186,2.3,0.0,0.002299296010852886,0.09680074174398573,0.0,,,
9649.replicate.10,BUSTEDS,null-0.0,39.0,5000.0,0.4542004107791796,236744.373779494,0.6961,0.2281,0.8256,0.1271,1.1375,0.6448,0.209000816955619,0.4035,0.5772,1.5674,0.402,6.5764,6.5764,0.9399771303888118,0.0,,,,,,0.0,
9649.replicate.10,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4934387641606076,236749.1630057014,0.8279,0.1029,0.9848,0.8383,1.4254,0.0588,0.2343298173228941,0.4039,0.5775,1.5666,0.4015,6.5618,6.5618,0.9392502002186213,0.0,0.00270158874783213,0.0,0.0,0.0,,,
9649.replicate.6,BUSTEDS,null-0.0,39.0,5000.0,0.3127169579717669,239056.7262910529,1.0,0.0737,1.0,0.785,1.1248,0.1413,0.05648164765238168,0.3955,0.5536,1.5389,0.4262,6.185,6.185,0.9250421021585403,0.0,,,,,,0.0,
9649.replicate.6,BUSTEDS-MH,null-0.0,39.0,5000.0,0.3203041656942373,239060.1688208178,0.9781,0.5399,1.0,0.1014,1.0807,0.3587,0.043271488968617856,0.3952,0.5531,1.5367,0.4266,6.1802,6.1802,0.9252130366266758,0.0,0.0,0.002424869557921191,0.0,0.0,,,
9649.replicate.7,BUSTEDS,null-0.0,39.0,5000.0,0.3050655464727432,236911.5857472032,0.0,0.0459,0.8669,0.0632,1.0575,0.8909,0.7174360798423304,0.4232,0.5901,1.623,0.3944,7.1207,7.1207,0.954260754184166,0.0,,,,,,0.0,
9649.replicate.7,BUSTEDS-MH,null-0.0,39.0,5000.0,0.3412871939538822,236916.9735676651,0.0,0.0462,0.7256,0.0,1.0454,0.9538,0.7408856243029267,0.423,0.5899,1.622,0.3946,7.1205,7.1205,0.9544494059186759,0.0,0.0002677456490682914,0.0009520521467552767,0.07731555770212717,0.0,,,
9649.replicate.8,BUSTEDS,null-0.0,39.0,5000.0,0.5,238733.4729786065,0.9935,0.9747,1.0,0.0253,1.0071,0.0,0.00555286698027365,0.3968,0.5785,1.5604,0.3997,6.7386,6.7386,0.9509868825840379,0.0,,,,,,,
9649.replicate.8,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,238739.4707764224,0.0,0.0049,0.9166,0.0043,1.0,0.9908,0.7091123148063527,0.3969,0.5786,1.5602,0.3996,6.7354,6.7354,0.9508358124911825,0.0,0.0,0.0,0.0,,,,
965.replicate.1,BUSTEDS,null-2.3,25.0,5000.0,0.5,257347.310696139,0.4672,0.0,1.0,1.0,2.0475,0.0,0.5603282603695822,0.3195,0.2542,1.157,0.6964,2.289,2.289,0.6429709966800194,2.3,,,,,,,
965.replicate.1,BUSTEDS-MH,null-2.3,25.0,5000.0,0.5,257339.8122055016,0.5599,0.0,1.0,1.0,1.1241,0.0,0.2705776109621928,0.3194,0.2537,1.1567,0.697,2.2872,2.2872,0.6427746883533482,2.3,0.0,0.003661249995934577,0.4427299276383018,,,,
965.replicate.10,BUSTEDS,null-2.3,25.0,5000.0,0.08072688095462371,255714.0396252428,1.0,0.4667,1.0,0.5261,5.0436,0.0072,0.8118737521738667,0.3103,0.256,1.1504,0.6864,2.2716,2.2716,0.6457953212118355,2.3,,,,,,0.0,
965.replicate.10,BUSTEDS-MH,null-2.3,25.0,5000.0,0.5,255720.9264411537,0.0751,0.0,1.0,1.0,4.6002,0.0,1.0318498674350864,0.311,0.2553,1.148,0.6851,2.2512,2.2512,0.6424703846834483,2.3,0.0032400015434773,0.003377952556567279,0.0,,,,
965.replicate.2,BUSTEDS,null-2.3,25.0,5000.0,0.5,256389.140049411,0.7844,0.2488,0.9421,0.2787,1.0753,0.4726,0.1273107391830899,0.3415,0.2829,1.1952,0.6838,2.5873,2.5873,0.6733157549687332,2.3,,,,,,0.0,
965.replicate.2,BUSTEDS-MH,null-2.3,25.0,5000.0,0.5,256391.8580511706,0.0,0.0164,0.9833,0.9504,1.0,0.0332,0.7071819797055506,0.3404,0.282,1.1932,0.6835,2.5648,2.5648,0.6707277595387962,2.3,0.0,0.0,0.0,,,,
965.replicate.3,BUSTEDS,null-2.3,25.0,5000.0,0.2968946914767888,256929.3405238129,0.9994,0.0,1.0,0.5122,1.0381,0.4878,0.017880089682999173,0.3099,0.2487,1.1465,0.7046,2.4651,2.4651,0.6786900804349655,2.3,,,,,,0.0,
965.replicate.3,BUSTEDS-MH,null-2.3,25.0,5000.0,0.5,256936.3849281404,0.1382,0.0,1.0,1.0,3.4438,0.0,0.9166783321784013,0.3095,0.2484,1.146,0.7046,2.4624,2.4624,0.6785521594119603,2.3,0.0,0.0,0.0,,,,
965.replicate.4,BUSTEDS,null-2.3,25.0,5000.0,0.4895291798030393,258450.5716855805,0.8101,0.2115,0.9986,0.3434,1.0604,0.4452,0.11131604406601267,0.3175,0.2547,1.1571,0.6994,2.3935,2.3935,0.6613078540061766,2.3,,,,,,0.0,
965.replicate.4,BUSTEDS-MH,null-2.3,25.0,5000.0,0.3192868136806808,258455.2416266449,0.8574,0.0902,0.9954,0.9097,72.7842,0.0001,1.3615554734527102,0.3178,0.255,1.1574,0.6991,2.3901,2.3901,0.6605475873782158,2.3,0.0,0.0,0.0,0.0,,,
965.replicate.5,BUSTEDS,null-2.3,25.0,5000.0,0.347670938175517,258463.9618627999,0.9994,0.0,1.0,0.5682,1.0343,0.4318,0.016131228147909665,0.3117,0.2682,1.1704,0.6805,2.3374,2.3374,0.6520552640876243,2.3,,,,,,0.0,
965.replicate.5,BUSTEDS-MH,null-2.3,25.0,5000.0,0.5,258468.8756175085,1.0,0.6201,1.0,0.3799,4.2148,0.0,0.7315462702447426,0.3123,0.2685,1.1718,0.6808,2.3358,2.3358,0.6512230641179256,2.3,0.004361731712467082,0.0,0.0,,,,
965.replicate.6,BUSTEDS,null-2.3,25.0,5000.0,0.3502547759682174,260168.4428408888,0.9994,0.0,1.0,0.6905,1.0443,0.3095,0.020724186164163855,0.3205,0.2473,1.1128,0.6649,2.0596,2.0596,0.610596838976141,2.3,,,,,,0.0,
965.replicate.6,BUSTEDS-MH,null-2.3,25.0,5000.0,0.3470929251014238,260174.175428034,1.0,0.0038,1.0,0.0104,1.0147,0.9858,0.006895856757516306,0.321,0.2475,1.1127,0.6641,2.0548,2.0548,0.6094665650243752,2.3,0.001579032768766749,0.0,0.0,0.0,,,
965.replicate.7,BUSTEDS,null-2.3,25.0,5000.0,0.3179665577522935,258483.3219397935,0.9994,0.0,1.0,0.9998,36.9,0.0002,1.3051792870476369,0.3408,0.2697,1.2007,0.7125,2.9586,2.9586,0.7262976466096023,2.3,,,,,,0.0,
965.replicate.7,BUSTEDS-MH,null-2.3,25.0,5000.0,0.04557020414840079,258484.8146007732,0.3186,0.0327,0.769,0.1487,1.1145,0.8186,0.4439364985206561,0.3385,0.2681,1.1993,0.714,2.9499,2.9499,0.7263407095741736,2.3,0.0005047774999841156,0.001469012837415407,0.0,0.0,,,
965.replicate.8,BUSTEDS,null-2.3,25.0,5000.0,0.4893837798732993,255444.2802814983,1.0,0.0258,1.0,0.775,1.0228,0.1992,0.01066695422194868,0.3172,0.2665,1.1565,0.6769,2.3421,2.3421,0.6530860416896033,2.3,,,,,,0.0,
965.replicate.8,BUSTEDS-MH,null-2.3,25.0,5000.0,0.5,255449.8597421684,0.0006,0.0,1.0,1.0,3.836,0.0,1.0076502684892301,0.3173,0.2667,1.1578,0.6777,2.3519,2.3519,0.6543973372238494,2.3,0.0,0.0,0.1772190254234077,,,,
965.replicate.9,BUSTEDS,null-2.3,25.0,5000.0,0.4670291499400964,257874.9321962956,0.9289,0.0652,0.9475,0.8023,1.3012,0.1325,0.16171472489349314,0.351,0.3082,1.2892,0.6918,12.632,12.632,1.1731914195165798,2.3,,,,,,0.0,
965.replicate.9,BUSTEDS-MH,null-2.3,25.0,5000.0,0.5,257807.9616813479,0.609,0.0,0.9908,1.0,5.8433,0.0,0.9603198357837082,0.3072,0.2582,1.1428,0.6672,2.1209,2.1209,0.6227012741966501,2.3,0.002858920531706274,0.0,0.0,,,,
9658.replicate.1,BUSTEDS,null-2.3,38.0,5000.0,0.2678782654346825,354538.6582981743,0.9131,0.0368,1.0,0.9605,5.7386,0.0026,0.8839444030499649,0.557,0.4907,1.4268,0.5093,7.4492,7.4492,0.9746555671007674,2.3,,,,,,0.0,
9658.replicate.1,BUSTEDS-MH,null-2.3,38.0,5000.0,0.4645291013248358,354317.946916057,0.7017,0.1147,0.8542,0.0271,1.0526,0.8582,0.1652239976774598,0.4302,0.3117,1.1258,0.5997,2.1519,2.1519,0.5721713153138656,2.3,0.000550080629750089,0.0,0.0,0.0,,,
9658.replicate.10,BUSTEDS,null-2.3,38.0,5000.0,0.2471413299319113,357120.8289395702,1.0,0.0144,1.0,0.9061,1.2031,0.0794,0.08967149777339942,0.4165,0.2814,1.0901,0.6003,1.9305,1.9305,0.5405752132987258,2.3,,,,,,0.0,
9658.replicate.10,BUSTEDS-MH,null-2.3,38.0,5000.0,0.2422359630047589,357126.8007310692,0.9243,0.0143,0.9955,0.5412,1.0453,0.4445,0.05023934902822801,0.4163,0.2811,1.0899,0.6007,1.9312,1.9312,0.5408598350006398,2.3,0.0,0.0,0.0,0.0,,,
9658.replicate.2,BUSTEDS,null-2.3,38.0,5000.0,0.01674121012823465,349685.861256259,0.7298,0.1981,0.9563,0.4837,1.3466,0.3182,0.25200327713494497,0.4023,0.2853,1.1047,0.6145,2.0596,2.0596,0.5713024140129225,2.3,,,,,,0.0,
9658.replicate.2,BUSTEDS-MH,null-2.3,38.0,5000.0,0.01688493690141724,349691.8667768438,0.4378,0.0309,1.0,0.9077,1.852,0.0614,0.5301581370836176,0.4023,0.2851,1.1045,0.6147,2.06,2.06,0.5714211163610533,2.3,0.0,0.0,0.0,0.0,,,
9658.replicate.3,BUSTEDS,null-2.3,38.0,5000.0,0.4968979659008625,352434.3213971691,0.9494,0.0133,0.9676,0.0161,1.0044,0.9706,0.02349316652958088,0.4157,0.2951,1.1308,0.6187,2.0619,2.0619,0.5603458438779216,2.3,,,,,,0.0,
9658.replicate.3,BUSTEDS-MH,null-2.3,38.0,5000.0,0.5,352440.3516364649,0.8392,0.0,1.0,1.0,1.0029,0.0,0.08074439244254333,0.4156,0.2949,1.1302,0.6184,2.0593,2.0593,0.55998970277184,2.3,0.0,0.0,0.0,,,,
9658.replicate.4,BUSTEDS,null-2.3,38.0,5000.0,0.5,353506.1047630816,0.9732,0.3074,0.982,0.6232,1.0,0.0694,0.011322962846975858,0.4112,0.2761,1.0891,0.6156,1.994,1.994,0.556666632653481,2.3,,,,,,,
9658.replicate.4,BUSTEDS-MH,null-2.3,38.0,5000.0,0.5,353512.1124612027,0.9794,0.0213,0.9809,0.9787,3.0421,0.0,0.5829278413624214,0.4111,0.276,1.0892,0.6157,1.9942,1.9942,0.5567378888105949,2.3,0.0,0.0,0.0,,,,
9658.replicate.5,BUSTEDS,null-2.3,38.0,5000.0,0.5,355041.6663107076,0.9509,0.0,1.0,0.9997,1.0,0.0003,0.023531087435195712,0.3794,0.2564,1.0372,0.5806,1.8437,1.8437,0.5510148303381427,2.3,,,,,,,
9658.replicate.5,BUSTEDS-MH,null-2.3,38.0,5000.0,0.5,355047.539745173,0.9934,0.0,0.9999,1.0,4.3494,0.0,0.747554070702858,0.3794,0.2564,1.0371,0.5803,1.8428,1.8428,0.5508374041576621,2.3,0.0,0.0005818214826644053,0.0,,,,
9658.replicate.6,BUSTEDS,null-2.3,38.0,5000.0,0.5,354458.6444301741,0.9399,0.2226,0.9586,0.0566,1.027,0.7208,0.0383917290890849,0.4101,0.2909,1.127,0.6289,2.144,2.144,0.5797617971166322,2.3,,,,,,0.0,
9658.replicate.6,BUSTEDS-MH,null-2.3,38.0,5000.0,0.2858182772018174,354463.0815850363,0.9994,0.0,1.0,0.9999,54.19,0.0001,1.3387301457264713,0.4101,0.2911,1.1271,0.6286,2.1449,2.1449,0.5799155942933601,2.3,0.0,0.0,0.0,0.0,,,
9658.replicate.7,BUSTEDS,null-2.3,38.0,5000.0,0.5,352587.1031741983,0.9806,0.3967,1.0,0.5143,1.0188,0.0889,0.015598845679354524,0.4189,0.2812,1.1007,0.6255,2.076,2.076,0.5673902176924244,2.3,,,,,,0.0,
9658.replicate.7,BUSTEDS-MH,null-2.3,38.0,5000.0,0.5,352590.5126024944,0.9687,0.0,0.9942,1.0,10.0102,0.0,1.0664421825223183,0.4189,0.281,1.1006,0.6257,2.0755,2.0755,0.5673094566930116,2.3,0.0,0.0,0.1461769384636536,,,,
9658.replicate.8,BUSTEDS,null-2.3,38.0,5000.0,0.5,351458.4061176101,0.4547,0.0353,0.6857,0.1175,1.0414,0.8471,0.3318121616827617,0.3646,0.2441,1.0329,0.6139,1.9492,1.9492,0.5822563737365124,2.3,,,,,,0.0,
9658.replicate.8,BUSTEDS-MH,null-2.3,38.0,5000.0,0.5,351463.0859992499,0.9768,0.9944,0.9837,0.0056,1.0327,0.0,0.02494164820359818,0.3651,0.2439,1.0331,0.6142,1.9485,1.9485,0.5818076064776281,2.3,0.003496210827180357,0.0,0.0,,,,
9658.replicate.9,BUSTEDS,null-2.3,38.0,5000.0,0.3069011169108496,350697.9074585527,0.849,0.3942,0.9452,0.0137,1.1278,0.5921,0.1187136568610874,0.4092,0.2848,1.1239,0.6388,2.1666,2.1666,0.5851357094571856,2.3,,,,,,0.0,
